biotype,chromosome_name,ensembl_gene_id,ensembl_transcript_id,function_group,gene_row_index,gene_token_ids,genomic_loc,preferred_ensembl,start_position,symbol,transcript_length
protein_coding,10,ENSG00000107862,ENST00000369983,Housekeeping,3139,3462,5317,ENSG00000107862,102245371,GBF1,6403
protein_coding,10,ENSG00000107863,ENST00000396432,protein_coding,3140,3463,4243,ENSG00000107863,24583609,ARHGAP21,7381
protein_coding,10,ENSG00000107864,ENST00000265997,rare_protein_coding,3141,3464,5131,ENSG00000107864,92046692,CPEB3,7781
protein_coding,10,ENSG00000107872,ENST00000369956,protein_coding,3142,3465,5319,ENSG00000107872,102419189,FBXL15,1340
protein_coding,10,ENSG00000107874,ENST00000369937,Housekeeping,3143,3466,5319,ENSG00000107874,102423245,CUEDC2,1100
protein_coding,10,ENSG00000107882,ENST00000369902,Transcription Factor,3144,3467,5324,ENSG00000107882,102503972,SUFU,5016
protein_coding,10,ENSG00000107890,ENST00000376087,protein_coding,3145,3468,4275,ENSG00000107890,26973793,ANKRD26,6775
protein_coding,10,ENSG00000107897,ENST00000396271,protein_coding,3146,3469,4279,ENSG00000107897,27168135,ACBD5,3903
protein_coding,10,ENSG00000107902,ENST00000368842,protein_coding,3147,3470,5596,ENSG00000107902,124461823,LHPP,1634
protein_coding,10,ENSG00000107929,ENST00000316157,Transcription Factor,3148,3471,3916,ENSG00000107929,806933,LARP4B,5963
protein_coding,10,ENSG00000107937,ENST00000360803,protein_coding,3149,3472,3919,ENSG00000107937,988434,GTPBP4,4656
protein_coding,10,ENSG00000107938,ENST00000356792,Transcription Factor,3150,3473,5616,ENSG00000107938,125719515,EDRF1,4483
protein_coding,10,ENSG00000107949,ENST00000278100,Housekeeping,3151,3474,5619,ENSG00000107949,125823546,BCCIP,1234
protein_coding,10,ENSG00000107951,ENST00000263063,protein_coding,3152,3475,4325,ENSG00000107951,30309801,MTPAP,5560
protein_coding,10,ENSG00000107954,ENST00000369780,protein_coding,3153,3476,5349,ENSG00000107954,103493705,NEURL1,4582
protein_coding,10,ENSG00000107957,ENST00000369774,protein_coding,3154,3477,5352,ENSG00000107957,103594027,SH3PXD2A,11501
protein_coding,10,ENSG00000107959,ENST00000224949,protein_coding,3155,3478,3945,ENSG00000107959,3137728,PITRM1,3427
protein_coding,10,ENSG00000107960,ENST00000224950,protein_coding,3156,3479,5357,ENSG00000107960,103856806,STN1,6369
protein_coding,10,ENSG00000107968,ENST00000263056,protein_coding,3157,3480,4330,ENSG00000107968,30434021,MAP3K8,2850
protein_coding,10,ENSG00000107984,ENST00000373970,protein_coding,3158,3481,4644,ENSG00000107984,52314281,DKK1,1805
protein_coding,10,ENSG00000108010,ENST00000331244,Housekeeping,3159,3483,5660,ENSG00000108010,130136391,GLRX3,1318
protein_coding,10,ENSG00000108018,ENST00000263054,rare_protein_coding,3160,3484,5380,ENSG00000108018,106573663,SORCS1,7444
protein_coding,10,ENSG00000108021,ENST00000695737,protein_coding,3161,3485,3995,ENSG00000108021,5684731,TASOR2,8699
protein_coding,10,ENSG00000108039,ENST00000502935,protein_coding,3162,3486,5396,ENSG00000108039,109864766,XPNPEP1,2497
protein_coding,10,ENSG00000108055,ENST00000361804,Housekeeping,3163,3487,5407,ENSG00000108055,110567684,SMC3,5522
protein_coding,10,ENSG00000108061,ENST00000369452,protein_coding,3164,3488,5411,ENSG00000108061,110919367,SHOC2,3884
protein_coding,10,ENSG00000108064,ENST00000487519,Transcription Factor,3165,3489,4679,ENSG00000108064,58385345,TFAM,5025
protein_coding,10,ENSG00000108091,ENST00000263102,protein_coding,3166,3490,4694,ENSG00000108091,59788747,CCDC6,5727
protein_coding,10,ENSG00000108094,ENST00000374749,Transcription Factor,3167,3491,4397,ENSG00000108094,35008504,CUL2,4183
protein_coding,10,ENSG00000108100,ENST00000374704,protein_coding,3168,3492,4404,ENSG00000108100,35247025,CCNY,5068
protein_coding,19,ENSG00000108107,ENST00000344063,Housekeeping,3169,3494,19997,ENSG00000108107,55385932,RPL28,4209
protein_coding,10,ENSG00000108175,ENST00000334512,Transcription Factor,3170,3495,4949,ENSG00000108175,79068966,ZMIZ1,7615
protein_coding,10,ENSG00000108176,ENST00000225171,protein_coding,3171,3496,4756,ENSG00000108176,67796669,DNAJC12,1221
protein_coding,10,ENSG00000108179,ENST00000225174,protein_coding,3172,3497,4950,ENSG00000108179,79347469,PPIF,2196
protein_coding,10,ENSG00000108187,ENST00000358769,protein_coding,3173,3498,4769,ENSG00000108187,68282660,PBLD,2588
protein_coding,10,ENSG00000108219,ENST00000429989,protein_coding,3174,3499,4983,ENSG00000108219,80454265,TSPAN14,5547
protein_coding,10,ENSG00000108231,ENST00000371418,rare_protein_coding,3175,3500,5160,ENSG00000108231,93757840,LGI1,2239
protein_coding,17,ENSG00000108244,ENST00000209718,rare_protein_coding,3176,3503,16561,ENSG00000108244,40922700,KRT23,2209
protein_coding,17,ENSG00000108256,ENST00000225388,Transcription Factor,3177,3505,16277,ENSG00000108256,29255839,NUFIP2,10877
protein_coding,17,ENSG00000108262,ENST00000225394,protein_coding,3178,3506,16283,ENSG00000108262,29573475,GIT1,3783
protein_coding,17,ENSG00000108306,ENST00000264658,protein_coding,3179,3508,16512,ENSG00000108306,39252663,FBXL20,10332
protein_coding,17,ENSG00000108309,ENST00000426726,protein_coding,3180,3509,16679,ENSG00000108309,44308413,RUNDC3A,2005
protein_coding,17,ENSG00000108312,ENST00000436088,Transcription Factor,3181,3510,16675,ENSG00000108312,44205033,UBTF,4795
protein_coding,17,ENSG00000108342,ENST00000394149,rare_protein_coding,3182,3511,16529,ENSG00000108342,40015361,CSF3,1504
protein_coding,17,ENSG00000108344,ENST00000264639,Housekeeping,3183,3512,16528,ENSG00000108344,39980807,PSMD3,2147
protein_coding,17,ENSG00000108349,ENST00000264645,Housekeeping,3184,3513,16533,ENSG00000108349,40140318,CASC3,3890
protein_coding,17,ENSG00000108352,ENST00000620260,protein_coding,3185,3514,16535,ENSG00000108352,40177010,RAPGEFL1,4243
protein_coding,17,ENSG00000108370,ENST00000262406,Transcription Factor,3186,3515,17108,ENSG00000108370,65100812,RGS9,2492
protein_coding,17,ENSG00000108375,ENST00000407977,protein_coding,3187,3516,16947,ENSG00000108375,58353676,RNF43,4522
protein_coding,17,ENSG00000108379,ENST00000225512,rare_protein_coding,3188,3517,16744,ENSG00000108379,46762506,WNT3,3287
protein_coding,17,ENSG00000108381,ENST00000263080,rare_protein_coding,3189,3518,15778,ENSG00000108381,3472374,ASPA,5422
protein_coding,17,ENSG00000108384,ENST00000337432,protein_coding,3190,3519,16955,ENSG00000108384,58692573,RAD51C,2562
protein_coding,17,ENSG00000108387,ENST00000672673,protein_coding,3191,3520,16951,ENSG00000108387,58520250,SEPTIN4,3303
protein_coding,17,ENSG00000108389,ENST00000682306,protein_coding,3192,3521,16950,ENSG00000108389,58489529,MTMR4,5987
protein_coding,17,ENSG00000108395,ENST00000262294,Transcription Factor,3193,3522,16962,ENSG00000108395,58982638,TRIM37,4489
protein_coding,17,ENSG00000108405,ENST00000225538,protein_coding,3194,3523,15789,ENSG00000108405,3896592,P2RX1,2662
protein_coding,17,ENSG00000108406,ENST00000251241,Housekeeping,3195,3524,16977,ENSG00000108406,59565558,DHX40,3575
protein_coding,17,ENSG00000108423,ENST00000325752,protein_coding,3196,3526,16982,ENSG00000108423,59859479,TUBD1,2491
protein_coding,17,ENSG00000108424,ENST00000290158,Housekeeping,3197,3527,16764,ENSG00000108424,47649476,KPNB1,6058
protein_coding,17,ENSG00000108465,ENST00000338399,Transcription Factor,3198,3534,16775,ENSG00000108465,47967810,CDK5RAP3,1834
protein_coding,17,ENSG00000108469,ENST00000317905,Transcription Factor,3199,3536,17273,ENSG00000108469,75626845,RECQL5,3669
protein_coding,17,ENSG00000108474,ENST00000225609,protein_coding,3200,3537,16032,ENSG00000108474,16217191,PIGL,1289
protein_coding,17,ENSG00000108479,ENST00000588479,protein_coding,3201,3538,17278,ENSG00000108479,75751594,GALK1,1397
protein_coding,17,ENSG00000108506,ENST00000251334,protein_coding,3202,3539,17027,ENSG00000108506,61865367,INTS2,6128
protein_coding,17,ENSG00000108509,ENST00000348066,Transcription Factor,3203,3540,15819,ENSG00000108509,4967992,CAMTA2,4515
protein_coding,17,ENSG00000108510,ENST00000397786,Transcription Factor,3204,3541,17028,ENSG00000108510,61942605,MED13,10461
protein_coding,17,ENSG00000108515,ENST00000519602,protein_coding,3205,3543,15818,ENSG00000108515,4948092,ENO3,1453
protein_coding,17,ENSG00000108518,ENST00000225655,Transcription Factor,3206,3545,15818,ENSG00000108518,4945652,PFN1,807
protein_coding,17,ENSG00000108523,ENST00000262482,Housekeeping,3207,3546,15818,ENSG00000108523,4940008,RNF167,1775
protein_coding,17,ENSG00000108528,ENST00000225665,Housekeeping,3208,3547,15818,ENSG00000108528,4937130,SLC25A11,1692
protein_coding,17,ENSG00000108551,ENST00000225688,Transcription Factor,3209,3548,16065,ENSG00000108551,17494437,RASD1,1748
protein_coding,17,ENSG00000108556,ENST00000649488,rare_protein_coding,3210,3549,15817,ENSG00000108556,4897771,CHRNE,2482
protein_coding,17,ENSG00000108557,ENST00000353383,Transcription Factor,3211,3550,16069,ENSG00000108557,17681458,RAI1,7677
protein_coding,17,ENSG00000108559,ENST00000573584,protein_coding,3212,3551,15833,ENSG00000108559,5359668,NUP88,3611
protein_coding,17,ENSG00000108561,ENST00000225698,Transcription Factor,3213,3552,15834,ENSG00000108561,5432777,C1QBP,1169
protein_coding,17,ENSG00000108576,ENST00000650711,rare_protein_coding,3214,3553,16298,ENSG00000108576,30194319,SLC6A4,6335
protein_coding,17,ENSG00000108578,ENST00000261714,protein_coding,3215,3554,16299,ENSG00000108578,30248203,BLMH,2307
protein_coding,17,ENSG00000108582,ENST00000225719,protein_coding,3216,3555,16304,ENSG00000108582,30378927,CPD,9372
protein_coding,17,ENSG00000108587,ENST00000451249,protein_coding,3217,3556,16305,ENSG00000108587,30477362,GOSR1,5987
protein_coding,17,ENSG00000108590,ENST00000225728,Transcription Factor,3218,3558,15853,ENSG00000108590,6643311,MED31,1629
protein_coding,17,ENSG00000108591,ENST00000225729,protein_coding,3219,3559,16079,ENSG00000108591,18087892,DRG2,1900
protein_coding,17,ENSG00000108592,ENST00000427159,Housekeeping,3220,3560,17078,ENSG00000108592,63819433,FTSJ3,3551
protein_coding,17,ENSG00000108599,ENST00000225737,Housekeeping,3221,3561,16145,ENSG00000108599,19904302,AKAP10,4063
protein_coding,17,ENSG00000108602,ENST00000225740,rare_protein_coding,3222,3562,16139,ENSG00000108602,19737984,ALDH3A1,1639
protein_coding,17,ENSG00000108604,ENST00000448276,Transcription Factor,3223,3563,17078,ENSG00000108604,63832081,SMARCD2,2464
protein_coding,17,ENSG00000108622,ENST00000579788,protein_coding,3224,3564,17083,ENSG00000108622,64002594,ICAM2,1135
protein_coding,17,ENSG00000108639,ENST00000225777,protein_coding,3225,3565,17339,ENSG00000108639,78168581,SYNGR2,1495
protein_coding,17,ENSG00000108641,ENST00000261499,protein_coding,3226,3566,16122,ENSG00000108641,19334308,B9D1,913
protein_coding,17,ENSG00000108651,ENST00000261708,protein_coding,3227,3567,16336,ENSG00000108651,31860904,UTP6,4330
protein_coding,17,ENSG00000108654,ENST00000225792,Transcription Factor,3228,3568,17094,ENSG00000108654,64498254,DDX5,3684
protein_coding,17,ENSG00000108666,ENST00000577809,protein_coding,3229,3569,16351,ENSG00000108666,32324565,C17orf75,4547
protein_coding,17,ENSG00000108669,ENST00000446868,protein_coding,3230,3570,17355,ENSG00000108669,78674048,CYTH1,3290
protein_coding,17,ENSG00000108671,ENST00000261712,Transcription Factor,3231,3571,16354,ENSG00000108671,32444379,PSMD11,3850
protein_coding,17,ENSG00000108679,ENST00000262776,protein_coding,3232,3572,17360,ENSG00000108679,78971238,LGALS3BP,2202
protein_coding,17,ENSG00000108684,ENST00000225823,rare_protein_coding,3233,3573,16364,ENSG00000108684,33013087,ASIC2,3750
protein_coding,17,ENSG00000108688,ENST00000378569,rare_protein_coding,3234,3574,16384,ENSG00000108688,34270221,CCL7,810
protein_coding,17,ENSG00000108691,ENST00000225831,protein_coding,3235,3575,16383,ENSG00000108691,34255274,CCL2,741
protein_coding,17,ENSG00000108700,ENST00000394620,rare_protein_coding,3236,3576,16386,ENSG00000108700,34319435,CCL8,862
protein_coding,17,ENSG00000108733,ENST00000225873,protein_coding,3237,3578,16414,ENSG00000108733,35574795,PEX12,2617
protein_coding,17,ENSG00000108771,ENST00000251642,protein_coding,3238,3580,16606,ENSG00000108771,42101404,DHX58,2591
protein_coding,17,ENSG00000108773,ENST00000225916,Transcription Factor,3239,3581,16607,ENSG00000108773,42113111,KAT2A,3115
protein_coding,17,ENSG00000108788,ENST00000435881,Transcription Factor,3240,3586,16621,ENSG00000108788,42567072,MLX,2360
protein_coding,17,ENSG00000108797,ENST00000264638,protein_coding,3241,3587,16626,ENSG00000108797,42682531,CNTNAP1,5537
protein_coding,17,ENSG00000108798,ENST00000225941,protein_coding,3242,3588,16811,ENSG00000108798,49210411,ABI3,1629
protein_coding,17,ENSG00000108799,ENST00000428826,Transcription Factor,3243,3589,16627,ENSG00000108799,42700275,EZH1,4633
protein_coding,17,ENSG00000108813,ENST00000240306,rare_Transcription Factor,3244,3590,16829,ENSG00000108813,49968588,DLX4,2018
protein_coding,17,ENSG00000108819,ENST00000612501,protein_coding,3245,3591,16833,ENSG00000108819,50133737,PPP1R9B,4212
protein_coding,17,ENSG00000108821,ENST00000225964,protein_coding,3246,3592,16835,ENSG00000108821,50184101,COL1A1,5914
protein_coding,17,ENSG00000108823,ENST00000262018,rare_protein_coding,3247,3593,16834,ENSG00000108823,50164214,SGCA,1429
protein_coding,17,ENSG00000108826,ENST00000225969,protein_coding,3248,3595,16842,ENSG00000108826,50367857,MRPL27,686
protein_coding,17,ENSG00000108828,ENST00000355653,Housekeeping,3249,3596,16639,ENSG00000108828,43014607,VAT1,2699
protein_coding,17,ENSG00000108829,ENST00000225972,Housekeeping,3250,3597,16842,ENSG00000108829,50375059,LRRC59,2880
protein_coding,17,ENSG00000108830,ENST00000587250,protein_coding,3251,3598,16640,ENSG00000108830,43025231,RND2,4162
protein_coding,17,ENSG00000108839,ENST00000251535,rare_protein_coding,3252,3599,15863,ENSG00000108839,6996049,ALOX12,2392
protein_coding,17,ENSG00000108840,ENST00000682912,Transcription Factor,3253,3600,16671,ENSG00000108840,44076746,HDAC5,5319
protein_coding,17,ENSG00000108846,ENST00000285238,protein_coding,3254,3601,16853,ENSG00000108846,50634777,ABCC3,5693
protein_coding,17,ENSG00000108848,ENST00000505658,Housekeeping,3255,3602,16855,ENSG00000108848,50719565,LUC7L3,6987
protein_coding,17,ENSG00000108852,ENST00000269095,protein_coding,3256,3604,16665,ENSG00000108852,43875357,MPP2,4202
protein_coding,17,ENSG00000108854,ENST00000262435,Transcription Factor,3257,3605,17095,ENSG00000108854,64542282,SMURF2,6240
protein_coding,17,ENSG00000108861,ENST00000226004,protein_coding,3258,3606,16661,ENSG00000108861,43766125,DUSP3,4095
protein_coding,17,ENSG00000108883,ENST00000426333,protein_coding,3259,3608,16696,ENSG00000108883,44849948,EFTUD2,4326
protein_coding,17,ENSG00000108924,ENST00000226067,rare_Transcription Factor,3260,3609,16893,ENSG00000108924,55264960,HLF,5721
protein_coding,17,ENSG00000108932,ENST00000580666,protein_coding,3261,3610,17158,ENSG00000108932,68267026,SLC16A6,3691
protein_coding,17,ENSG00000108946,ENST00000589228,Housekeeping,3262,3611,17160,ENSG00000108946,68511780,PRKAR1A,4253
protein_coding,17,ENSG00000108947,ENST00000226091,protein_coding,3263,3612,15889,ENSG00000108947,7705202,EFNB3,3216
protein_coding,17,ENSG00000108950,ENST00000592554,protein_coding,3264,3613,17161,ENSG00000108950,68535113,FAM20A,4688
protein_coding,17,ENSG00000108953,ENST00000264335,Housekeeping,3265,3614,15719,ENSG00000108953,1344275,YWHAE,2052
protein_coding,17,ENSG00000108960,ENST00000262065,protein_coding,3266,3616,16895,ENSG00000108960,55392622,MMD,2569
protein_coding,17,ENSG00000108961,ENST00000226105,protein_coding,3267,3617,15908,ENSG00000108961,8288654,RANGRF,831
protein_coding,17,ENSG00000108984,ENST00000590474,Transcription Factor,3268,3619,17175,ENSG00000108984,69414697,MAP2K6,13405
protein_coding,17,ENSG00000109016,ENST00000395511,Transcription Factor,3269,3620,16177,ENSG00000109016,21123364,DHRS7B,1253
protein_coding,17,ENSG00000109046,ENST00000262394,Housekeeping,3270,3621,16224,ENSG00000109046,27294076,WSB1,5105
protein_coding,17,ENSG00000109047,ENST00000226193,rare_Transcription Factor,3271,3622,15934,ENSG00000109047,9896320,RCVRN,2469
protein_coding,17,ENSG00000109062,ENST00000262613,protein_coding,3272,3624,17243,,74748628,SLC9A3R1,1993
protein_coding,17,ENSG00000109063,ENST00000583535,rare_protein_coding,3273,3625,15944,ENSG00000109063,10628526,MYH3,6032
protein_coding,17,ENSG00000109065,ENST00000357814,protein_coding,3274,3626,17244,ENSG00000109065,74770529,NAT9,1907
protein_coding,17,ENSG00000109066,ENST00000335464,protein_coding,3275,3627,17244,ENSG00000109066,74776499,TMEM104,4703
protein_coding,17,ENSG00000109079,ENST00000226225,Housekeeping,3276,3629,16248,ENSG00000109079,28335602,TNFAIP1,3570
protein_coding,17,ENSG00000109083,ENST00000395418,protein_coding,3277,3630,16248,ENSG00000109083,28328325,IFT20,860
protein_coding,17,ENSG00000109084,ENST00000226230,protein_coding,3278,3631,16248,ENSG00000109084,28319200,TMEM97,2463
protein_coding,17,ENSG00000109089,ENST00000337231,Transcription Factor,3279,3632,17252,ENSG00000109089,74987632,CDR2L,3536
protein_coding,17,ENSG00000109099,ENST00000312280,protein_coding,3280,3633,16002,ENSG00000109099,15229773,PMP22,1828
protein_coding,17,ENSG00000109101,ENST00000579795,rare_Transcription Factor,3281,3634,16257,ENSG00000109101,28506243,FOXN1,3521
protein_coding,17,ENSG00000109111,ENST00000314616,Transcription Factor,3282,3637,16262,ENSG00000109111,28662198,SUPT6H,6404
protein_coding,17,ENSG00000109113,ENST00000395245,protein_coding,3283,3638,16264,ENSG00000109113,28714281,RAB34,1741
protein_coding,17,ENSG00000109118,ENST00000332830,Transcription Factor,3284,3639,16270,ENSG00000109118,28905250,PHF12,4506
protein_coding,4,ENSG00000109133,ENST00000504986,protein_coding,3285,3641,28663,ENSG00000109133,41935129,TMEM33,7404
protein_coding,4,ENSG00000109158,ENST00000264318,rare_protein_coding,3286,3642,28708,ENSG00000109158,46918900,GABRA4,11147
protein_coding,4,ENSG00000109163,ENST00000226413,rare_protein_coding,3287,3643,28909,ENSG00000109163,67737118,GNRHR,4402
protein_coding,4,ENSG00000109171,ENST00000264313,protein_coding,3288,3644,28725,ENSG00000109171,48341529,SLAIN2,6081
protein_coding,4,ENSG00000109180,ENST00000264312,protein_coding,3289,3645,28728,ENSG00000109180,48805212,OCIAD1,1958
protein_coding,4,ENSG00000109182,ENST00000226432,rare_protein_coding,3290,3647,28732,ENSG00000109182,48986275,CWH43,2444
protein_coding,4,ENSG00000109184,ENST00000334635,protein_coding,3291,3648,28742,ENSG00000109184,51843000,DCUN1D4,4222
protein_coding,4,ENSG00000109189,ENST00000441222,protein_coding,3292,3649,28752,ENSG00000109189,52590960,USP46,7932
protein_coding,4,ENSG00000109193,ENST00000226444,rare_protein_coding,3293,3650,28963,ENSG00000109193,69841212,SULT1E1,1773
protein_coding,4,ENSG00000109220,ENST00000263921,protein_coding,3294,3653,28772,ENSG00000109220,54009789,CHIC2,1109
protein_coding,4,ENSG00000109255,ENST00000264218,protein_coding,3295,3654,28801,ENSG00000109255,55595229,NMU,816
protein_coding,4,ENSG00000109270,ENST00000499666,protein_coding,3296,3656,29311,ENSG00000109270,99878336,LAMTOR3,4163
protein_coding,4,ENSG00000109320,ENST00000226574,Transcription Factor,3297,3658,29334,ENSG00000109320,102501330,NFKB1,4055
protein_coding,4,ENSG00000109321,ENST00000395748,protein_coding,3298,3659,29030,ENSG00000109321,74445136,AREG,1234
protein_coding,4,ENSG00000109323,ENST00000647097,protein_coding,3299,3660,29335,ENSG00000109323,102630770,MANBA,4001
protein_coding,4,ENSG00000109332,ENST00000453744,Transcription Factor,3300,3661,29339,ENSG00000109332,102794383,UBE2D3,3729
protein_coding,4,ENSG00000109339,ENST00000641462,Transcription Factor,3301,3662,29176,ENSG00000109339,85990007,MAPK10,8735
protein_coding,4,ENSG00000109381,ENST00000686138,Transcription Factor,3302,3663,29708,ENSG00000109381,139028112,ELF2,4003
protein_coding,4,ENSG00000109390,ENST00000394223,protein_coding,3303,3664,29716,ENSG00000109390,139266880,NDUFC1,696
protein_coding,4,ENSG00000109436,ENST00000442267,protein_coding,3304,3666,29744,ENSG00000109436,140620782,TBC1D9,5554
protein_coding,4,ENSG00000109445,ENST00000262990,Housekeeping,3305,3667,29751,ENSG00000109445,141220887,ZNF330,1891
protein_coding,4,ENSG00000109452,ENST00000262992,protein_coding,3306,3668,29758,ENSG00000109452,142023160,INPP4B,8743
protein_coding,4,ENSG00000109458,ENST00000262994,protein_coding,3307,3669,29768,ENSG00000109458,143336876,GAB1,7774
protein_coding,4,ENSG00000109466,ENST00000226725,protein_coding,3308,3670,30016,ENSG00000109466,165207561,KLHL2,3185
protein_coding,4,ENSG00000109472,ENST00000402744,protein_coding,3309,3672,30020,ENSG00000109472,165361194,CPE,2582
protein_coding,4,ENSG00000109501,ENST00000226760,protein_coding,3310,3674,28287,ENSG00000109501,6269849,WFS1,3640
protein_coding,4,ENSG00000109511,ENST00000359299,rare_protein_coding,3311,3675,30040,ENSG00000109511,168092537,ANXA10,1441
protein_coding,4,ENSG00000109519,ENST00000264954,Housekeeping,3312,3676,28299,ENSG00000109519,7058671,GRPEL1,2653
protein_coding,4,ENSG00000109534,ENST00000226796,protein_coding,3313,3677,29416,ENSG00000109534,109815510,GAR1,1015
protein_coding,4,ENSG00000109572,ENST00000513761,Housekeeping,3314,3679,30061,ENSG00000109572,169612633,CLCN3,6635
protein_coding,4,ENSG00000109576,ENST00000337664,protein_coding,3315,3680,30069,ENSG00000109576,170060222,AADAT,2250
protein_coding,4,ENSG00000109586,ENST00000265000,protein_coding,3316,3681,30093,ENSG00000109586,173168811,GALNT7,4249
protein_coding,4,ENSG00000109606,ENST00000336812,Housekeeping,3317,3682,28490,ENSG00000109606,24517441,DHX15,2998
protein_coding,4,ENSG00000109610,ENST00000382120,protein_coding,3318,3683,28494,ENSG00000109610,24789912,SOD3,1416
protein_coding,4,ENSG00000109618,ENST00000382103,protein_coding,3319,3684,28497,ENSG00000109618,25120014,SEPSECS,5503
protein_coding,4,ENSG00000109654,ENST00000338700,protein_coding,3320,3686,29898,ENSG00000109654,153152163,TRIM2,6755
protein_coding,4,ENSG00000109667,ENST00000264784,protein_coding,3321,3687,28355,ENSG00000109667,9771153,SLC2A9,1864
protein_coding,4,ENSG00000109670,ENST00000281708,Transcription Factor,3322,3688,29885,ENSG00000109670,152320544,FBXW7,5639
protein_coding,4,ENSG00000109674,ENST00000264596,protein_coding,3323,3689,30151,ENSG00000109674,177309874,NEIL3,2363
protein_coding,4,ENSG00000109680,ENST00000264866,protein_coding,3324,3690,28518,ENSG00000109680,26576437,TBC1D19,2967
protein_coding,4,ENSG00000109684,ENST00000226951,rare_protein_coding,3325,3691,28372,ENSG00000109684,10486395,CLNK,5502
protein_coding,4,ENSG00000109685,ENST00000508803,Transcription Factor,3326,3692,28208,ENSG00000109685,1871393,NSD2,7560
protein_coding,4,ENSG00000109686,ENST00000604030,protein_coding,3327,3693,29865,ENSG00000109686,151102751,SH3D19,5207
protein_coding,4,ENSG00000109689,ENST00000467087,protein_coding,3328,3694,28520,ENSG00000109689,26857601,STIM2,5004
protein_coding,4,ENSG00000109705,ENST00000382438,rare_Transcription Factor,3329,3695,28393,ENSG00000109705,13540830,NKX3-2,2259
protein_coding,4,ENSG00000109736,ENST00000355443,protein_coding,3330,3696,28228,ENSG00000109736,2930561,MFSD10,1717
protein_coding,4,ENSG00000109738,ENST00000264428,protein_coding,3331,3697,29949,ENSG00000109738,157076125,GLRB,3033
protein_coding,4,ENSG00000109743,ENST00000265016,protein_coding,3332,3698,28418,ENSG00000109743,15703065,BST1,1979
protein_coding,4,ENSG00000109756,ENST00000691494,Housekeeping,3333,3699,29978,ENSG00000109756,159103013,RAPGEF2,8101
protein_coding,4,ENSG00000109758,ENST00000382774,rare_protein_coding,3334,3700,28236,ENSG00000109758,3441968,HGFAC,2069
protein_coding,4,ENSG00000109762,ENST00000652585,protein_coding,3335,3701,30242,ENSG00000109762,185204237,SNX25,3745
protein_coding,4,ENSG00000109771,ENST00000505916,rare_protein_coding,3336,3702,30243,ENSG00000109771,185363872,LRP2BP,5519
protein_coding,4,ENSG00000109775,ENST00000264689,protein_coding,3337,3703,30244,ENSG00000109775,185399537,UFSP2,2361
protein_coding,4,ENSG00000109787,ENST00000261438,Transcription Factor,3338,3704,28599,ENSG00000109787,38664197,KLF3,5594
protein_coding,4,ENSG00000109790,ENST00000504108,Transcription Factor,3339,3705,28606,ENSG00000109790,39045039,KLHL5,7718
protein_coding,4,ENSG00000109794,ENST00000706927,rare_protein_coding,3340,3706,30257,ENSG00000109794,186104419,FAM149A,6042
protein_coding,4,ENSG00000109805,ENST00000251496,protein_coding,3341,3707,28448,ENSG00000109805,17810979,NCAPG,4587
protein_coding,4,ENSG00000109814,ENST00000316423,protein_coding,3342,3708,28616,ENSG00000109814,39498755,UGDH,3037
protein_coding,4,ENSG00000109819,ENST00000264867,Transcription Factor,3343,3709,28486,ENSG00000109819,23755041,PPARGC1A,6288
protein_coding,11,ENSG00000109832,ENST00000263576,rare_protein_coding,3344,3710,7895,ENSG00000109832,125903348,DDX25,7424
protein_coding,11,ENSG00000109846,ENST00000650687,protein_coding,3345,3711,7617,ENSG00000109846,111908564,CRYAB,774
protein_coding,11,ENSG00000109854,ENST00000451739,Transcription Factor,3346,3713,6161,ENSG00000109854,20363685,HTATIP2,1830
protein_coding,11,ENSG00000109861,ENST00000227266,protein_coding,3347,3714,7324,ENSG00000109861,88265069,CTSC,1870
protein_coding,11,ENSG00000109881,ENST00000328697,protein_coding,3348,3715,6215,ENSG00000109881,27330827,CCDC34,1452
protein_coding,11,ENSG00000109906,ENST00000335953,Transcription Factor,3349,3716,7655,ENSG00000109906,114059041,ZBTB16,8494
protein_coding,11,ENSG00000109911,ENST00000640961,Transcription Factor,3350,3717,6264,ENSG00000109911,31509755,ELP4,8093
protein_coding,11,ENSG00000109917,ENST00000227322,Transcription Factor,3351,3718,7685,ENSG00000109917,116773799,ZPR1,6539
protein_coding,11,ENSG00000109919,ENST00000302503,Housekeeping,3352,3719,6473,ENSG00000109919,47617315,MTCH2,2522
protein_coding,11,ENSG00000109920,ENST00000263773,Housekeeping,3353,3720,6475,ENSG00000109920,47716494,FNBP4,4035
protein_coding,11,ENSG00000109927,ENST00000392793,rare_protein_coding,3354,3721,7787,ENSG00000109927,121101243,TECTA,7353
protein_coding,11,ENSG00000109929,ENST00000264027,protein_coding,3355,3722,7790,ENSG00000109929,121292681,SC5D,6854
protein_coding,11,ENSG00000109943,ENST00000227348,rare_protein_coding,3356,3723,7809,ENSG00000109943,122838500,CRTAM,2473
protein_coding,11,ENSG00000109944,ENST00000227349,rare_protein_coding,3357,3724,7810,ENSG00000109944,122882683,JHY,7057
protein_coding,11,ENSG00000109956,ENST00000312527,protein_coding,3358,3725,8006,ENSG00000109956,134378504,B3GAT1,3976
protein_coding,11,ENSG00000109971,ENST00000534624,Transcription Factor,3359,3726,7816,ENSG00000109971,123057489,HSPA8,2264
